command	CPU	time	mem
"python3 -u dnabarcoder/dnabarcoder.py sim -i ../../data/train_nt.fasta -o train_nt_4"	390%	1:04:58	1705612
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank species"	97%	4:53.43	50507308
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank species -higherrank genus,family,order,class,phylum,kingdom"	99%	12:52.17	50536572
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank genus"	99%	4:48.96	50493956
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank genus -higherrank family,order,class,phylum,kingdom"	99%	12:07.20	50533980
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank family"	98%	4:52.44	50497348
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank family -higherrank order,class,phylum,kingdom"	99%	4:50.64	50524724
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank order"	99%	4:49.14	50504520
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank order -higherrank class,phylum,kingdom"	99%	4:53.29	50502036
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank class"	99%	4:52.67	50503808
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank class -higherrank phylum,kingdom"	99%	4:56.83	50514324
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank phylum"	99%	4:59.42	50502640
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -prefix train_nt_4 -o train_nt_4 -rank phylum -higherrank kingdom"	99%	4:57.34	50494480
"python3 -u dnabarcoder/dnabarcoder.py predict -i ../../data/train_nt.fasta -c ../../data/train_tax.tsv -sim train_nt_4/train_nt.sim -st 0.85 -et 1.0 -s 0.001 -minGroupNo 2 -prefix train_nt_4 -o train_nt_4 -rank kingdom"	44%	0:02.11	59496
"python3 -u dnabarcoder/dnabarcoder.py best -i train_nt_4/train_nt_4.cutoffs.json -c ../../data/train_tax.tsv -o train_nt_4"	108%	0:01.27	49048
"python3 -u dnabarcoder/dnabarcoder.py search -i ../../data/test_nt.fasta -r ../../data/train_nt.fasta --prefix test_nt_4 -o ."	383%	46:33.60	1476036
"python3 -u dnabarcoder/dnabarcoder.py classify -i test_nt_4.train_nt_BLAST.bestmatch -r ../../data/train_nt.fasta -c ../../data/train_tax.tsv --cutoffs train_nt_4/train_nt_4.cutoffs.best.json -o . --prefix test_nt_4"	84%	0:03.37	91228
"python3 -u dnabarcoder/dnabarcoder.py search -i ../../data/testshort_nt.fasta -r ../../data/train_nt.fasta --prefix testshort_nt_4 -o ."	321%	25:55.80	1500260
"python3 -u dnabarcoder/dnabarcoder.py classify -i testshort_nt_4.train_nt_BLAST.bestmatch -r ../../data/train_nt.fasta -c ../../data/train_tax.tsv --cutoffs train_nt_4/train_nt_4.cutoffs.best.json -o . --prefix testshort_nt_4"	46%	0:06.19	91364
