ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI468-12	Insecta	1.000000	Diptera	1.000000	Tachinidae	1.000000	Exoristinae	1.000000	Blondeliini	1.000000	Meigenia	0.928600	Meigenia_dorsalis	0.428600
GBEPT809-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Chaetopteryx	1.000000	Chaetopteryx_villosa	1.000000
TRIFI1403-18	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	unk	1.000000	unk	1.000000
FBCAD018-10	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Lenarchus	0.500000	unk	0.500000
GTRI174-18	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Potamophylax	1.000000	Potamophylax_latipennis	0.500000
GBEPT1408-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	unk	1.000000	unk	1.000000
GBEPT806-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Annitella	1.000000	Annitella_obscurata	1.000000
GBEPT2292-15	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Potamophylax	0.500000	Potamophylax_rotundipennis	0.500000
FBAQU1203-12	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	unk	1.000000	unk	1.000000
FBAQU1199-12	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Limnephilus	0.999100	Limnephilus_ignavus	0.999100
HMCAD264-08	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	unk	1.000000	unk	1.000000
FBAQU350-09	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Potamophylax	1.000000	Potamophylax_nigricornis	0.500000
GBEPT799-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	unk	1.000000	unk	1.000000
GBEPT339-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Colpotaulius	0.500000	Colpotaulius_incisus	0.500000
GBEPT2348-15	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Micropterna	0.500000	Micropterna_lateralis	0.500000
GBMIX1688-15	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	0.999100	Limnephilinae_dummy_tribe	0.999100	Hydatophylax	0.999100	Hydatophylax_infumatus	0.999100
GBEPT791-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Limnephilus	1.000000	Limnephilus_algosus	0.500000
TRIFI1404-18	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Limnephilus	1.000000	Limnephilus_centralis	0.500000
GBEPT774-14	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	Limnephilus	0.500000	Limnephilus_luridus	0.500000
GBEPT2260-15	Insecta	1.000000	Trichoptera	1.000000	Limnephilidae	1.000000	Limnephilinae	1.000000	Limnephilinae_dummy_tribe	1.000000	unk	1.000000	unk	1.000000
FBAQU253-09	Insecta	1.000000	Trichoptera	1.000000	Apataniidae	1.000000	Apataniinae	1.000000	Apataniinae_dummy_tribe	1.000000	Apatania	1.000000	unk	1.000000
FBAQU380-09	Insecta	1.000000	Trichoptera	1.000000	Apataniidae	1.000000	Apataniinae	1.000000	Apataniinae_dummy_tribe	1.000000	Apatania	1.000000	Apatania_forsslundi	1.000000
GST329-15	Insecta	1.000000	Trichoptera	1.000000	Apataniidae	1.000000	Apataniinae	1.000000	Apataniinae_dummy_tribe	1.000000	Apatania	1.000000	unk	1.000000
GBEPT2005-14	Insecta	1.000000	Trichoptera	1.000000	Phryganeidae	1.000000	Phryganeinae	1.000000	Phryganeinae_dummy_tribe	1.000000	Agrypnia	0.428600	Agrypnia_picta	0.285700
FBAQU1149-12	Insecta	1.000000	Trichoptera	1.000000	Phryganeidae	1.000000	Phryganeinae	1.000000	Phryganeinae_dummy_tribe	1.000000	Agrypnia	0.997900	Agrypnia_varia	0.961600
FBSYB1698-12	Insecta	1.000000	Trichoptera	0.454400	Rhyacophilidae	0.454400	Rhyacophilidae_dummy_subfamily	0.454400	Rhyacophilidae_dummy_tribe	0.454400	Rhyacophila	0.454400	unk	0.290600
GBMNC69856-20	Insecta	1.000000	Coleoptera	0.770700	Heteroceridae	0.770700	Heterocerinae	0.770700	Heterocerinae_dummy_tribe	0.770700	Augyles	0.770700	Augyles_hispidulus	0.769700
GST333-15	Insecta	1.000000	Trichoptera	1.000000	Leptoceridae	1.000000	Leptocerinae	1.000000	Leptocerinae_dummy_tribe	1.000000	unk	0.648400	unk	0.648400
FBAQU1513-13	Insecta	1.000000	Trichoptera	1.000000	Leptoceridae	1.000000	Leptocerinae	1.000000	Leptocerinae_dummy_tribe	1.000000	unk	0.605030	unk	0.605030
