ID	phylum	class	order	family	genus	species	Prob_phylum	Prob_class	Prob_order	Prob_family	Prob_genus	Prob_species
KJ720198	Basidiomycota	Agaricostilbomycetes	Moniliellales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Myxozyma_udenii	0.99390066	0.21908385	0.16481447	0.21224469	0.24646443	0.020105168
MH861482	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Myxozyma	Yarrowia_hollandica	0.90214384	0.8358532	0.75508916	0.1624065	0.04227598	0.06134894
LT222023	Basidiomycota	Saccharomycetes	Tremellales	Metschnikowiaceae	Metschnikowia	Metschnikowia_reukaufii	0.9577098	0.31090686	0.38596007	0.28258297	0.44584203	0.050214134
AB385698	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Candida_anutae	0.99997056	0.9718441	0.9556893	0.12110013	0.08299721	0.050126232
JF735264	Ascomycota	Leotiomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_liriodendri	0.99994636	0.13937248	0.10031587	0.32482708	0.18061514	0.37664992
KX287385	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_cynarae	0.9999975	0.606354	0.83575964	0.8007679	0.41710895	0.6836292
JN684766	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Starmerella_ratchasimensis	0.9942992	0.45916578	0.27006093	0.1826364	0.22414029	0.025021603
FJ914915	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_anutae	0.99988663	0.99571866	0.9903936	0.30125836	0.3721195	0.05787174
JF735288	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_liriodendri	0.99990773	0.29933426	0.38891762	0.8074742	0.4193166	0.32550988
KM108370	Ascomycota	Saccharomycetes	Saccharomycetales	Dermateaceae	Candida	Phacidium_lacerum	0.99999607	0.33136413	0.36303124	0.10452866	0.04822389	0.023902733
KM108374	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_gonubiensis	0.9999988	0.124197334	0.27271137	0.37500885	0.2694788	0.19518064
KM108378	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Sphaeropsis	Sphaeropsis_citrigena	0.9999989	0.8114344	0.8620789	0.6015606	0.22478099	0.26988295
KY102361	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Penicillium_elleniae	0.99627894	0.6291962	0.3791998	0.26469907	0.13068612	0.029315462
JN942657	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Debaryomyces	Debaryomyces_prosopidis	0.999931	0.9909003	0.9837608	0.26265046	0.57954514	0.17194086
EF141551	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Matsushimomyces	Eurotiales	Aspergillaceae	Talaromyces	Teunomyces_tritomae	0.9996917	0.13809544	0.15774894	0.03845662	0.026363088	0.038256496
KJ780507	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Penicillium_pimiteouiense	0.9999989	0.6617409	0.5263122	0.12203549	0.06669446	0.023217913
HQ260334	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_asparagi	0.9998915	0.9834909	0.9816015	0.5049381	0.4006235	0.07834099
UDB038245	Basidiomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_haemuloni	0.4913293	0.5301075	0.23281339	0.1787303	0.1277164	0.016799886
KM591585	Ascomycota	Eurotiomycetes	Leucosporidiales	Metschnikowiaceae	Metschnikowia	Metschnikowia_hawaiiana	0.98599887	0.1185801	0.08375155	0.102792226	0.05495914	0.034240928
MT477069	Ascomycota	Sordariomycetes	Helotiales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Teunomyces	Penicillium_melinii	0.9999963	0.26898006	0.10075884	0.07700544	0.038042963	0.03929022
KP272110	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Teunomyces	Saccharomycodes_ludwigii	0.99998605	0.9642027	0.96418643	0.34170547	0.26389673	0.032923236
KU845985	Ascomycota	Saccharomycetes	Hypocreales	Nectriaceae	Thyronectria	Hanseniaspora_vineae	0.9999752	0.38263682	0.64080656	0.13688439	0.12825972	0.022463575
JQ989328	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Pichia_scutulata	0.99984765	0.595364	0.5327482	0.23063385	0.15589848	0.03379609
JN000071	Ascomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae	Bulleribasidiaceae	Bulleribasidium	Pichia_scutulata	0.864665	0.15085845	0.13784212	0.10372205	0.1357166	0.09616194
MT477071	Ascomycota	Saccharomycetes	Saccharomycetales	Pezizomycotina_fam_Incertae_sedis_Helicoubisia	Helicoubisia	Helicoubisia_coronata	0.9999994	0.47746873	0.41911128	0.107417606	0.050309926	0.04824077
JN942681	Ascomycota	Saccharomycetes	Tremellales	Rhynchogastremaceae	Myxozyma	Myxozyma_melibiosi	0.99509037	0.3100482	0.27616104	0.08323478	0.098516785	0.019389298
EU514225	Ascomycota	Saccharomycetes	Saccharomycetales	Dissoconiaceae	Uwebraunia	Uwebraunia_musae	0.9997948	0.66093093	0.3196387	0.20491615	0.04186051	0.016112553
KU847232	Ascomycota	Saccharomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium_brachysporum	0.9999981	0.52517587	0.42482775	0.05864859	0.29380867	0.07286124
KU847240	Ascomycota	Saccharomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium_synnematum	0.99999917	0.49901643	0.7230806	0.399892	0.44210845	0.18276128
LC259095	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Lipomyces_yarrowii	0.9967918	0.9461208	0.8870224	0.49800923	0.46635225	0.16432753
MN537723	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_reshetovae	0.9991105	0.50442725	0.3502428	0.7370855	0.3411387	0.2997409
KF251156	Ascomycota	Saccharomycetes	Saccharomycetales	Orbiliaceae	Clavispora	Hyalorbilia_tenuifusaria	0.9984718	0.29190624	0.23593026	0.09509619	0.026472244	0.014251216
KX820250	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Ascoidea_asiatica	0.9999485	0.85821605	0.77555394	0.44923913	0.17413235	0.017868876
KU847252	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Myxospora	Xepicula_leucotricha	0.99999905	0.7626997	0.68689114	0.23080547	0.062198684	0.0622948
HQ599386	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Teunomyces	Teunomyces_panamensis	0.9999968	0.4787086	0.3730169	0.051279504	0.0756622	0.048951164
JQ627125	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Candida	Candida_silvanorum	0.9999361	0.6565892	0.6719988	0.07802438	0.061316304	0.019710155
MW694951	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_rotoruae	0.9998636	0.656623	0.70551044	0.421009	0.6835406	0.06773226
MN250204	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_californica	0.9938903	0.7369039	0.7339406	0.7241665	0.51289284	0.022306582
JX867675	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_hispaniensis	0.9997601	0.90469617	0.8931267	0.5277733	0.6092263	0.1381854
KF251172	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_haemuloni	0.9730281	0.7036367	0.4013912	0.06869217	0.06167531	0.030195495
OK057148	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Yarrowia_deformans	0.99798596	0.98509514	0.9647079	0.9355426	0.92192847	0.14858864
OK057159	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Danielozyma	Danielozyma_ontarioensis	0.98577917	0.9307238	0.8283528	0.110825144	0.13487457	0.035390984
MK229175	Ascomycota	Sordariomycetes	Diaporthales	Sordariomycetes_fam_Incertae_sedis_Paradiplococcium	Paradiplococcium	Juglanconis_juglandina	0.99999166	0.84058166	0.1812414	0.06086471	0.061405268	0.04802594
