ID	phylum	class	order	family	genus	species	Prob_phylum	Prob_class	Prob_order	Prob_family	Prob_genus	Prob_species
KJ720198	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis_Reniforma	Metschnikowiaceae	Penidiellomyces	Mortierella_basiparvispora	0.7015008	0.1991138	0.06590119	0.053671706	0.040280532	0.042212132
MH861482	Basidiomycota	Dacrymycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Scytinostroma_alutum	0.9992336	0.30147132	0.3096389	0.3397398	0.19390504	0.031427022
LT222023	Basidiomycota	Agaricomycetes	Agaricales	Metschnikowiaceae	Clavispora	Ripartites_tricholoma	0.9996138	0.50924146	0.17144296	0.1197831	0.11097052	0.032276366
AB385698	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Candida_heliconiae	0.9990736	0.77837074	0.7123172	0.05532357	0.05356281	0.03542225
JF735264	Ascomycota	Saccharomycetes	Saccharomycetales	Nectriaceae	Cylindrodendrum	Humicola_nigrescens	0.99997616	0.27395934	0.17313473	0.22736391	0.100803524	0.039164677
KX287385	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Rachicladosporium	Zasmidium_queenslandicum	0.99793124	0.2955578	0.4686631	0.3823591	0.084422	0.05688843
JN684766	Basidiomycota	Tremellomycetes	Entylomatales	Naemateliaceae	Tremella	Fonsecazyma_mujuensis	0.91495645	0.26070252	0.107603244	0.07066756	0.069599174	0.026149988
FJ914915	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora	Candida_kanchanaburiensis	0.8108391	0.8407718	0.71662	0.33305627	0.06498477	0.022192847
JF735288	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Humicola_nigrescens	0.9992144	0.35000014	0.12572269	0.86138093	0.5056672	0.18032363
KM108370	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Cyberlindnera	Phacidium_lacerum	0.9999542	0.25694478	0.132672	0.067553535	0.03981559	0.01925017
KM108374	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Lasiodiplodia	Phyllosticta_concentrica	0.9998683	0.65787673	0.083968244	0.15548195	0.034714293	0.048273593
KM108378	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Sphaeropsis	Lasiodiplodia_gonubiensis	0.9999907	0.7061635	0.8001518	0.83922577	0.1903977	0.2117969
KY102361	Basidiomycota	Saccharomycetes	Mycosphaerellales	Teratosphaeriaceae	Hyphopichia	Hyphopichia_rhagii	0.6966673	0.18565165	0.14177886	0.06456436	0.038640663	0.057250287
JN942657	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Debaryomyces	Debaryomyces_prosopidis	0.9999629	0.93627024	0.9270884	0.3905815	0.48785537	0.43487734
EF141551	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Nigrospora_zimmermanii	0.9999584	0.1297207	0.22387093	0.18243992	0.02731699	0.015272089
KJ780507	Ascomycota	Saccharomycetes	Sordariales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Aspergillus_bicolor	0.999119	0.45501652	0.20226197	0.057701904	0.05091375	0.022734202
HQ260334	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Cyberlindnera	Kazachstania_intestinalis	0.99934775	0.87133294	0.8376588	0.16558044	0.13335653	0.040303797
UDB038245	Basidiomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Clavispora	Danielozyma_ontarioensis	0.9056268	0.4669985	0.45305437	0.11369283	0.04416992	0.03437364
KM591585	Ascomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Metschnikowia	Metschnikowia_rubicola	0.878484	0.12985592	0.1956504	0.11986959	0.054223277	0.02169046
MT477069	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Ogataea	Barnettozyma_populi	0.99657995	0.22840925	0.18502995	0.13968952	0.038916394	0.02102827
KP272110	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Phacidium	Metschnikowia_rubicola	0.989961	0.4979114	0.31836745	0.060793582	0.027164103	0.024943195
KU845985	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nigrospora	Nigrospora_oryzae	0.9954727	0.2448007	0.1658168	0.12279926	0.029734373	0.029525295
JQ989328	Basidiomycota	Saccharomycetes	Agaricales	Phaffomycetaceae	Marasmius	Starmera_caribaea	0.99673563	0.12805304	0.19410244	0.07338343	0.029360002	0.013575273
JN000071	Ascomycota	Orbiliomycetes	Microbotryales	Microbotryaceae	Microbotryum	Suhomyces_taliae	0.80008894	0.18203531	0.14781135	0.094761945	0.033795893	0.06879267
MT477071	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Arachniotus_hebridensis	0.9999033	0.3578178	0.34787235	0.22589242	0.10840126	0.029583573
JN942681	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Komagataella_pastoris	0.9998896	0.79925567	0.6118295	0.19601004	0.08653086	0.021685392
EU514225	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Uwebraunia	Dissoconium_proteae	0.6074341	0.2601155	0.7098309	0.62367404	0.126235	0.19843508
KU847232	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium_synnematum	0.92228466	0.29215434	0.11161112	0.18541718	0.19731094	0.13336262
