ID	phylum	class	order	family	genus	species	Prob_phylum	Prob_class	Prob_order	Prob_family	Prob_genus	Prob_species
KJ720198	Basidiomycota	Wallemiomycetes	Septobasidiales	Tritirachiaceae	Tapinella	Saccharomycopsis_fermentans	0.9992083	0.20877022	0.35642806	0.18316336	0.7272495	0.24887522
MH861482	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Utharomyces	Scytinostroma_alutum	0.99428	0.94678193	0.9656872	0.18668438	0.53341216	0.2737471
LT222023	Basidiomycota	Spiculogloeomycetes	Umbelopsidales	Tricholomataceae	Moniliella	Tricholoma_olivaceotinctum	0.9974343	0.1585802	0.11344954	0.32271558	0.1867943	0.20716709
AB385698	Ascomycota	Dothideomycetes	Boletales	Pezizomycotina_fam_Incertae_sedis_Mycosylva	Pachysolen	Ceratocladium_polysetosum	0.996802	0.42805582	0.58057207	0.11632486	0.13202694	0.05840212
JF735264	Ascomycota	Dothideomycetes	Zeloasperisporiales	Ascomycota_fam_Incertae_sedis_Septogloeum	Piedraia	Helicoubisia_coronata	1.0	0.7622681	0.17043094	0.081519686	0.07399268	0.118106395
KX287385	Ascomycota	Dothideomycetes	Zeloasperisporiales	Cladosporiaceae	Kirschsteiniothelia	Zymoseptoria_brevis	1.0	0.9511877	0.27076927	0.122202285	0.14648634	0.5022786
JN684766	Ascomycota	Agaricostilbomycetes	Pezizomycotina_ord_Incertae_sedis_Blastophorella	Ascomycota_fam_Incertae_sedis_Volucrispora	Trichosporiella	Trichosporiella_multisporum	0.9965301	0.35304418	0.2055837	0.15179892	0.17127727	0.09086074
FJ914915	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Mycosylva	Saccharomycetales	Pichiaceae	Kurtzmaniella	Ogataea_pignaliae	0.99997544	0.24367969	0.3558306	0.8004561	0.4001434	0.368231
JF735288	Ascomycota	Dothideomycetes	Zeloasperisporiales	Pezizomycotina_fam_Incertae_sedis_Monosporium	Ophiostoma	Kirschsteiniothelia_aethiops	1.0	0.7508019	0.13134763	0.08874592	0.21885292	0.1908365
KM108370	Ascomycota	Dothideomycetes	Pyxidiophorales	Valsariaceae	Valsaria	Pyxidiophora_arvernensis	1.0	0.88770163	0.35334975	0.22357145	0.24175398	0.18021674
KM108374	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichaceae	Valsaria	Myrmaecium_rubrum	1.0	0.99878854	0.18361795	0.507588	0.17236768	0.23832262
KM108378	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Valsaria	Cladoriella_paleospora	1.0	0.891216	0.74274945	0.8555571	0.19121112	0.21444131
KY102361	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Heimiodora	Pezizomycotina_ord_Incertae_sedis_Sympodioclathra	Pichiaceae	Phialoarthrobotryum	Pyxidiophora_arvernensis	1.0	0.40751684	0.2136098	0.41628247	0.21828382	0.48933282
JN942657	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Diutina	Kurtzmaniella_fragi	0.9999685	0.6453034	0.44496262	0.09758702	0.19467236	0.4545645
EF141551	Basidiomycota	Leotiomycetes	Coniosporiales	Agaricomycetes_fam_Incertae_sedis_Glutinoagger	Scleroconidioma	Pseudogymnoascus_roseus	0.8435818	0.95327723	0.1789251	0.14843975	0.38818866	0.14345466
KJ780507	Ascomycota	Leotiomycetes	Xylariales	Physalacriaceae	Pleurotheciopsis	Helicoubisia_coronata	0.86269635	0.18807447	0.20514356	0.094852224	0.21767253	0.047692228
HQ260334	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Diutina	Saccharomycopsis_selenospora	0.99925715	0.838406	0.55115366	0.21413794	0.19099376	0.09881668
UDB038245	Basidiomycota	Mucoromycetes	Mucorales	Gomphaceae	Parasitella	Backusella_tuberculispora	0.8933111	0.31532222	0.45172495	0.3085836	0.12651147	0.26015034
KM591585	Basidiomycota	Pezizomycotina_cls_Incertae_sedis_Matsushimomyces	Malasseziales	Doassansiaceae	Malassezia	Arcuadendron_ovatum	0.9583503	0.09205224	0.2297669	0.06955423	0.36731827	0.07669769
MT477069	Ascomycota	Sordariomycetes	Pararamichloridiales	Phaeosphaeriaceae	Parasympodiella	Apiospora_pseudospegazzinii	0.99999964	0.5588018	0.12731579	0.12009352	0.12359224	0.20528165
KP272110	Ascomycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Hyphomucor	Mycosymbioces_mycenophila	0.86066204	0.55290496	0.8333868	0.5586623	0.22189863	0.22130185
KU845985	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Arthrobotryum	Stachybotryaceae	Talekpea	Digitiseta_multidigitata	0.9997036	0.89160806	0.084650785	0.08488273	0.054571826	0.116214626
JQ989328	Basidiomycota	Tremellomycetes	Pezizomycotina_ord_Incertae_sedis_Mycosylva	Pachnocybaceae	Basidiobolus	Scytinostroma_renisporum	0.93051267	0.6259063	0.123360604	0.26422206	0.3512353	0.07334739
JN000071	Ascomycota	Microbotryomycetes	Mortierellales	Microbotryomycetes_fam_Incertae_sedis_Oberwinklerozyma	Trichosporiella	Trichosporiella_multisporum	0.94243115	0.3169239	0.14077052	0.16233979	0.06454948	0.0953754
MT477071	Ascomycota	Dothideomycetes	Capnodiales	Pleosporales_fam_Incertae_sedis_Centrospora	Dothidotthia	Parasympodiella_elongata	1.0	0.995116	0.26937926	0.23469777	0.15907261	0.2532683
JN942681	Ascomycota	Mucoromycetes	Mucorales	Rhizopodaceae	Mucor	Taphrina_deformans	0.97451425	0.49147406	0.40979192	0.09459787	0.04624106	0.050979435
EU514225	Ascomycota	Dothideomycetes	Capnodiales	Piedraiaceae	Piedraia	Dissoconium_proteae	1.0	0.9970227	0.573171	0.18243305	0.248465	0.12426282
KU847232	Ascomycota	Dothideomycetes	Coronophorales	Coronophorales_fam_Incertae_sedis_Papulaspora	Phialoarthrobotryum	Neophaeotheca_triangularis	0.99994123	0.9145852	0.20983304	0.11300684	0.11392128	0.17012335
KU847240	Ascomycota	Dothideomycetes	Pezizomycotina_ord_Incertae_sedis_Mycosylva	Coronophorales_fam_Incertae_sedis_Papulaspora	Jattaea	Phialoarthrobotryum_triseptatum	0.9999856	0.8383511	0.28491953	0.29386473	0.10845093	0.10685427
LC259095	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Corynesporopsis	Coniothyrina_agaves	0.9999405	0.2308758	0.66902083	0.52049553	0.22754392	0.07327862
MN537723	Ascomycota	Saccharomycetes	Saccharomycetales	Orbiliaceae	Kurtzmaniella	Ceratocladium_polysetosum	1.0	0.3420144	0.88123876	0.18402222	0.13927302	0.20693898
KF251156	Ascomycota	Sordariomycetes	Amphisphaeriales	Xylariaceae	Pyxidiophora	Robillarda_sessilis	1.0	0.45236248	0.84785825	0.30979368	0.13339587	0.19616617
KX820250	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Phialoarthrobotryum	Amphisphaeriales	Sporocadaceae	Clypeophysalospora	Clypeophysalospora_latitans	0.9999958	0.21560574	0.78390837	0.30270427	0.4645252	0.2390687
KU847252	Ascomycota	Sordariomycetes	Hypocreales	Xylonaceae	Pararamichloridium	Thyridium_cornearis	0.9999981	0.97916794	0.66550654	0.11662899	0.058895715	0.067367576
HQ599386	Ascomycota	Dothideomycetes	Ascomycota_ord_Incertae_sedis_Stachybotryna	Pezizomycotina_fam_Incertae_sedis_Monosporium	Talekpea	Helicoubisia_coronata	1.0	0.6776599	0.21684498	0.4160687	0.14675882	0.1512817
JQ627125	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pleuropassalora	Trichosporiella_multisporum	0.99999905	0.84283745	0.2059155	0.2431199	0.35952216	0.09781175
MW694951	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Trichosporiella	Pezizomycotina_fam_Incertae_sedis_Korunomyces	Penicillium	Penicillium_alicantinum	1.0	0.8000485	0.09958656	0.14579067	0.34336865	0.07484935
MN250204	Ascomycota	Eurotiomycetes	Eurotiales	Ascomycota_fam_Incertae_sedis_Coniothyrina	Geniculifera	Monosporium_venezuelense	0.9926737	0.557952	0.31981292	0.14978118	0.08973421	0.04133824
JX867675	Ascomycota	Orbiliomycetes	Saccharomycetales	Orbiliaceae	Pilobolus	Trichosporiella_multisporum	0.9999871	0.11878071	0.31300056	0.16514139	0.17082234	0.20495273
KF251172	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Hymenula	Pezizomycotina_ord_Incertae_sedis_Pseudohansfordia	Saccharomycetales_fam_Incertae_sedis_Candida	Kurtzmaniella	Sarcogyne_similis	0.9999994	0.1972166	0.20810251	0.16131145	0.355995	0.1148751
OK057148	Basidiomycota	Saccharomycetes	Saccharomycetales	Botryobasidiaceae	Buckleyzyma	Cephaloascus_albidus	0.9785887	0.6909278	0.18608329	0.3095407	0.23897377	0.06806548
OK057159	Mucoromycota	Saccharomycetes	Saccharomycetales	Cunninghamellaceae	Cephaloascus	Spencermartinsiella_europaea	0.5109766	0.6675683	0.6900097	0.11198569	0.114271715	0.053330664
MK229175	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Sympodioclathra	Gnomoniaceae	Thyridium	Coniolariella_hispanica	0.9998698	0.91963977	0.10495826	0.13497801	0.10564447	0.06003795
HE962445	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Wickerhamomyces	Circinella_umbellata	0.9847787	0.9956481	0.97691137	0.16559017	0.3462842	0.11879667
AJ969625	Ascomycota	Leotiomycetes	Orbiliales	Debaryomycetaceae	Pyxidiophora	Pyxidiophora_arvernensis	0.99989545	0.13613366	0.23989077	0.22403815	0.20497414	0.06960064
JN388972	Ascomycota	Laboulbeniomycetes	Sareales	Ascomycota_fam_Incertae_sedis_Volucrispora	Thelephora	Pyxidiophora_arvernensis	0.931868	0.13076615	0.2903993	0.1438414	0.07965358	0.22143711
KY633514	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Beauveriphora	Pyxidiophorales	Phacidiaceae	Pyxidiophora	Pyxidiophora_arvernensis	0.9999354	0.24920142	0.47826782	0.25045088	0.41897357	0.19445135
MH872962	Ascomycota	Dothideomycetes	Saccharomycetales	Johansoniaceae	Phialoarthrobotryum	Phialoarthrobotryum_triseptatum	1.0	0.6095802	0.56896985	0.25912237	0.17246486	0.11349996
KP859039	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia_fusarioides	0.9749571	0.67701125	0.2769255	0.39807895	0.20170377	0.07915102
KP336763	Ascomycota	Sordariomycetes	Orbiliales	Helotiaceae	Hyalosphaerella	Sarcogyne_similis	0.9999999	0.25221813	0.13741092	0.09395658	0.085608676	0.13648793
AY905554	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Cladoriella_paleospora	1.0	0.9992842	0.8177812	0.9506387	0.4728718	0.11748894
