ID	phylum	class	order	family	genus	species	Prob_phylum	Prob_class	Prob_order	Prob_family	Prob_genus	Prob_species
KJ720198	Basidiomycota	Agaricostilbomycetes	Pachnocybales	Hymenochaetales_fam_Incertae_sedis_Trichaptum	Gongronella	Circinella_angarensis	0.9999871	0.41106763	0.6296075	0.2370923	0.53966683	0.22962613
MH861482	Mucoromycota	Agaricomycetes	Mucorales	Lichtheimiaceae	Gilbertella	Mycotypha_microspora	0.7559975	0.39132512	0.8554728	0.27339002	0.3613761	0.2531107
LT222023	Mucoromycota	Mucoromycetes	Malasseziales	Agaricales_fam_Incertae_sedis_Omphalina	Malassezia	Lichtheimia_corymbifera	0.7065368	0.7620461	0.25746784	0.5404576	0.1724917	0.2671362
AB385698	Mucoromycota	Agaricostilbomycetes	Saccharomycetales	Pichiaceae	Pleurotheciopsis	Scolecobasidium_globale	0.5905258	0.19631873	0.56759286	0.1860862	0.18774994	0.19584982
JF735264	Ascomycota	Dothideomycetes	Hypocreales	Ascomycota_fam_Incertae_sedis_Septogloeum	Everhartia	Cylindrosympodium_lauri	1.0	0.81775594	0.21521184	0.4249937	0.089740135	0.06014665
KX287385	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis_Scleroconidioma	Mycosphaerellaceae	Mycosphaerella	Ramularia_cynarae	1.0	0.99999356	0.7757028	0.8816867	0.14946142	0.50044256
JN684766	Ascomycota	Lecanoromycetes	Pezizomycotina_ord_Incertae_sedis_Helicoubisia	Pezizomycotina_fam_Incertae_sedis_Trichosporiella	Kregervanrija	Yarrowia_parophoni	0.9988182	0.24918193	0.38757893	0.26945955	0.2723326	0.34650648
FJ914915	Ascomycota	Mucoromycetes	Ascomycota_ord_Incertae_sedis_Ceratocladium	Lichtheimiaceae	Wickerhamia	Cytosporina_aspera	0.8408042	0.7885088	0.33437806	0.5119895	0.1344829	0.25711742
JF735288	Ascomycota	Dothideomycetes	Phaeotrichales	Teratosphaeriaceae	Archaeorhizomyces	Cylindrosympodium_lauri	1.0	0.8135647	0.1315326	0.37326887	0.14393462	0.21958989
KM108370	Ascomycota	Dothideomycetes	Saccharomycetales	Dothideomycetes_fam_Incertae_sedis_Scleroconidioma	Scleroconidioma	Scleroconidioma_sphagnicola	1.0	0.9987249	0.25816417	0.31802323	0.2550335	0.42642054
KM108374	Ascomycota	Dothideomycetes	Phaeotrichales	Ascomycota_fam_Incertae_sedis_Septogloeum	Beverwykella	Scleroconidioma_sphagnicola	1.0	0.9347904	0.77464896	0.27610186	0.20740578	0.1474406
KM108378	Ascomycota	Dothideomycetes	Phaeothecales	Pezizomycotina_fam_Incertae_sedis_Beauveriphora	Neoscytalidium	Beauveriphora_sporotricis	1.0	0.98360276	0.19776343	0.19298793	0.15635023	0.24021737
KY102361	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Talekpea	Saccharomycetales	Pezizomycotina_fam_Incertae_sedis_Phialoarthrobotryum	Monosporium	Nadsonia_starkeyi-henricii	0.9999516	0.5675005	0.15731737	0.38143492	0.23068438	0.3440982
JN942657	Mucoromycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Nakazawaea	Diutina	Debaryomyces_prosopidis	0.835711	0.7630256	0.5986267	0.46823502	0.2459716	0.64103854
EF141551	Basidiomycota	Agaricomycetes	Atractiellales	Agaricales_fam_Incertae_sedis_Baeospora	Lactarius	Lactarius_subdulcis	0.97374696	0.6407231	0.46103325	0.37753993	0.5380921	0.49408805
KJ780507	Basidiomycota	Taphrinomycetes	Taphrinales	Ascomycota_fam_Incertae_sedis_Volucrispora	Archaeorhizomyces	Citeromyces_nyonsensis	0.76013786	0.1662193	0.09338462	0.068472706	0.04484661	0.056719285
HQ260334	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Saturnispora_serradocipensis	0.9995468	0.48199588	0.22927333	0.084072724	0.17440665	0.1626105
UDB038245	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Akenomyces	Phellinus_bicuspidatus	0.7668714	0.95758116	0.78072006	0.13520437	0.2858683	0.42565113
KM591585	Ascomycota	Laboulbeniomycetes	Acarosporales	Epibryaceae	Sarcogyne	Tryblidiopsis_pinastri	0.9525939	0.21782988	0.24441986	0.22400215	0.2921576	0.19356321
MT477069	Ascomycota	Lecanoromycetes	Acarosporales	Ascomycota_fam_Incertae_sedis_Ceratocladium	Grosmannia	Grosmannia_alacris	1.0	0.20978387	0.35333756	0.16154347	0.20060098	0.65456176
KP272110	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Syncephalastrum	Cunninghamella_echinulata	0.99997604	0.9894078	0.991456	0.98852545	0.2866301	0.29838213
KU845985	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Lepisticola	Orbiliales	Pezizomycotina_fam_Incertae_sedis_Phialoarthrobotryum	Phialoarthrobotryum	Nakazawaea_laoshanensis	0.9927108	0.19174734	0.5391896	0.5117571	0.21834235	0.21298923
JQ989328	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Beauveriphora	Pezizomycotina_ord_Incertae_sedis_Matsushimomyces	Pichiaceae	Sarea	Sarea_resinae	0.99096864	0.21525134	0.18809098	0.39751312	0.17843747	0.21383004
JN000071	Basidiomycota	Mucoromycetes	Mortierellales	Sporocadaceae	Actinomortierella	Dissophora_ornata	0.47935677	0.21761723	0.13442405	0.15219821	0.5916756	0.3197776
MT477071	Ascomycota	Dothideomycetes	Ascomycota_ord_Incertae_sedis_Corynesporopsis	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Grosmannia	Xenopyrenochaetopsis_pratorum	1.0	0.97823197	0.28912926	0.5109623	0.47036564	0.22043298
JN942681	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Spirosphaera	Circinella_ramosa	0.8981259	0.82535183	0.40425545	0.45386294	0.32219222	0.30085412
EU514225	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Middelhovenomyces	Dissoconium_proteae	0.9999999	0.9884006	0.61760366	0.47679573	0.17688891	0.10933719
