ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI441-12	Insecta	0.973	Diptera	0.973	Tachinidae	0.966	Phasiinae	0.966	Phasiini	0.966	Phasia	0.966	Phasia_obesa	0.815
TBGMI030-21	Insecta	0.243	Coleoptera	0.110	Histeridae	0.014	Dendrophilinae	0.014	Paromalini	0.014	Carcinops	0.014	Carcinops_pumilio	0.014
TACFI440-12	Insecta	0.581	Diptera	0.577	Tachinidae	0.189	Phasiinae	0.112	Phasiini	0.106	Phasia	0.106	Phasia_barbifrons	0.069
TBGMI051-21	Arachnida	0.030	Sarcoptiformes	0.027	Scheloribatidae	0.018	Scheloribatidae_dummy_subfamily	0.018	Scheloribatidae_dummy_tribe	0.018	Scheloribates	0.018	Scheloribates_laevigatus	0.018
SYGEO010-19	Insecta	0.579	Diptera	0.574	Syrphidae	0.452	Syrphinae	0.393	Syrphini	0.312	Paragus	0.235	Paragus_pecchiolii	0.223
TBGMI172-21	Arachnida	0.078	Sarcoptiformes	0.060	Scheloribatidae	0.012	Scheloribatidae_dummy_subfamily	0.012	Scheloribatidae_dummy_tribe	0.012	Scheloribates	0.012	Scheloribates_pallidulus	0.012
TBGMI063-21	Insecta	0.315	Diptera	0.147	Chironomidae	0.046	Chironominae	0.043	Chironomini	0.026	Demicryptochironomus	0.013	Demicryptochironomus_vulneratus	0.013
TIPSY021-08	Insecta	0.415	Coleoptera	0.075	Brentidae	0.016	Apioninae	0.016	Apionini	0.016	Apion	0.016	Apion_frumentarium	0.016
ZYGMO232-10	Insecta	1.0	Lepidoptera	1.0	Zygaenidae	1.0	Procridinae	1.0	Procridini	1.0	Rhagades	1.0	Rhagades_pruni	1.0
SMNKA181-16	Arachnida	0.557	Araneae	0.557	Linyphiidae	0.548	Linyphiidae_dummy_subfamily	0.548	Linyphiidae_dummy_tribe	0.548	Agyneta	0.512	Agyneta_mossica	0.365
SMNKA310-16	Arachnida	0.369	Araneae	0.366	Dictynidae	0.076	Dictynidae_dummy_subfamily	0.076	Dictynidae_dummy_tribe	0.076	Argyroneta	0.045	Argyroneta_aquatica	0.045
TIPSY020-08	Insecta	0.922	Lepidoptera	0.922	Psychidae	0.922	Naryciinae	0.922	Naryciinae_dummy_tribe	0.922	Dahlica	0.922	Dahlica_lichenella	0.883
TBGMI059-21	Insecta	0.221	Hymenoptera	0.031	Ichneumonidae	0.021	Phygadeuontinae	0.013	Phygadeuontinae_dummy_tribe	0.013	Eudelus	0.013	Eudelus_simillimus	0.013
SCINO931-15	Insecta	0.474	Diptera	0.397	Sciaridae	0.318	Sciaridae_dummy_subfamily	0.318	Sciaridae_dummy_tribe	0.318	Claustropyga	0.104	Claustropyga_acanthostyla	0.089
ZSMDB080-16	Insecta	0.915	Coleoptera	0.915	Dytiscidae	0.915	Colymbetinae	0.915	Colymbetini	0.915	Colymbetes	0.915	Colymbetes_paykulli	0.915
