ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI441-12	Insecta	1.0	Diptera	0.717	Syrphidae	0.154	Syrphinae	0.124	Syrphini	0.124	Paragus	0.032	Paragus_haemorrhous	0.032
TBGMI030-21	Insecta	0.674	Diptera	0.191	Tachinidae	0.157	Dexiinae	0.155	Voriini	0.155	Thelaira	0.155	Thelaira_nigrina	0.155
TACFI440-12	Insecta	1.0	Diptera	0.609	Tachinidae	0.074	Tachininae	0.031	Macquartiini	0.031	Macquartia	0.031	Macquartia_dispar	0.031
TBGMI051-21	Insecta	0.435	Coleoptera	0.174	Cerylonidae	0.131	Ceryloninae	0.131	Ceryloninae_dummy_tribe	0.131	Cerylon	0.131	Cerylon_fagi	0.131
SYGEO010-19	Insecta	1.0	Diptera	0.680	Polleniidae	0.029	Polleniinae	0.029	Polleniinae_dummy_tribe	0.029	Pollenia	0.029	Pollenia_pediculata	0.029
TBGMI172-21	Arachnida	0.692	Sarcoptiformes	0.677	Oppiidae	0.390	Oppiidae_dummy_subfamily	0.390	Oppiidae_dummy_tribe	0.390	Oppiella	0.390	Oppiella_subpectinata	0.350
TBGMI063-21	Insecta	0.984	Hemiptera	0.632	Tingidae	0.501	Tinginae	0.501	Tingini	0.501	Acalypta	0.246	Acalypta_nigrina	0.128
TIPSY021-08	Insecta	0.739	Trichoptera	0.335	Glossosomatidae	0.323	Agapetinae	0.323	Agapetinae_dummy_tribe	0.323	Agapetus	0.323	Agapetus_ochripes	0.323
ZYGMO232-10	Insecta	1.0	Lepidoptera	0.870	Zygaenidae	0.650	Procridinae	0.643	Procridini	0.643	Rhagades	0.643	Rhagades_pruni	0.643
SMNKA181-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.825	Linyphiidae_dummy_subfamily	0.825	Linyphiidae_dummy_tribe	0.825	Satilatlas	0.056	Satilatlas_britteni	0.056
SMNKA310-16	Arachnida	0.950	Araneae	0.926	Salticidae	0.552	Salticidae_dummy_subfamily	0.552	Salticidae_dummy_tribe	0.552	Myrmarachne	0.250	Myrmarachne_formicaria	0.250
TIPSY020-08	Insecta	0.756	Lepidoptera	0.663	Psychidae	0.633	Naryciinae	0.633	Naryciinae_dummy_tribe	0.633	Dahlica	0.633	Dahlica_triquetrella	0.123
TBGMI059-21	Insecta	0.726	Diptera	0.171	Tachinidae	0.141	Dexiinae	0.132	Voriini	0.132	Thelaira	0.132	Thelaira_nigrina	0.132
SCINO931-15	Insecta	1.0	Diptera	0.779	Simuliidae	0.030	Simuliinae	0.030	Simuliini	0.030	Simulium	0.030	Simulium_aureum	0.030
ZSMDB080-16	Insecta	1.0	Coleoptera	0.784	Dytiscidae	0.460	Agabinae	0.178	Agabini	0.178	Agabus	0.145	Agabus_fuscipennis	0.050
SMNSA135-16	Arachnida	0.848	Araneae	0.824	Theridiidae	0.254	Theridiidae_dummy_subfamily	0.254	Theridiidae_dummy_tribe	0.254	Thymoites	0.207	Thymoites_bellissimus	0.207
TIPSY040-08	Insecta	1.0	Lepidoptera	0.821	Psychidae	0.797	Naryciinae	0.787	Naryciinae_dummy_tribe	0.787	Dahlica	0.787	Dahlica_rupicolella	0.194
PSYCH068-11	Insecta	1.0	Lepidoptera	0.556	Psychidae	0.211	Naryciinae	0.211	Naryciinae_dummy_tribe	0.211	Diplodoma	0.186	Diplodoma_laichartingella	0.186
TBGMI176-21	Arachnida	0.991	Sarcoptiformes	0.971	Micreremidae	0.152	Micreremidae_dummy_subfamily	0.152	Micreremidae_dummy_tribe	0.152	Micreremus	0.152	Micreremus_brevipes	0.152
TACFI196-12	Insecta	1.0	Diptera	0.651	Syrphidae	0.063	Eristalinae	0.063	Milesiini	0.029	Chalcosyrphus	0.029	Chalcosyrphus_valgus	0.029
SMNKA249-16	Arachnida	1.0	Araneae	1.0	Liocranidae	0.769	Liocranidae_dummy_subfamily	0.769	Liocranidae_dummy_tribe	0.769	Agroeca	0.567	Agroeca_brunnea	0.252
SMNKA199-16	Arachnida	0.987	Araneae	0.987	Linyphiidae	0.890	Linyphiidae_dummy_subfamily	0.890	Linyphiidae_dummy_tribe	0.890	Gongylidium	0.151	Gongylidium_rufipes	0.151
SMNKA042-16	Arachnida	1.0	Araneae	1.0	Thomisidae	0.417	Thomisidae_dummy_subfamily	0.417	Thomisidae_dummy_tribe	0.417	Ozyptila	0.176	Ozyptila_praticola	0.097
TBGMI106-21	Insecta	0.785	Diptera	0.352	Chironomidae	0.125	Orthocladiinae	0.125	Orthocladiinae_dummy_tribe	0.125	Metriocnemus	0.125	Metriocnemus_fuscipes	0.125
TACFI276-12	Insecta	1.0	Diptera	0.882	Tachinidae	0.608	Exoristinae	0.608	Eryciini	0.237	Cadurciella	0.048	Cadurciella_tritaeniata	0.048
SYGEO240-19	Insecta	1.0	Diptera	0.588	Syrphidae	0.139	Eristalinae	0.090	Milesiini	0.060	Criorhina	0.033	Criorhina_asilica	0.033
TACFI435-12	Insecta	1.0	Diptera	0.832	Tachinidae	0.348	Exoristinae	0.336	Blondeliini	0.105	Medina	0.080	Medina_separata	0.080
ULMCA013-19	Insecta	1.0	Diptera	0.638	Syrphidae	0.218	Syrphinae	0.121	Syrphini	0.089	Sphaerophoria	0.048	Sphaerophoria_chongjini	0.048
SCINO1295-16	Insecta	1.0	Diptera	0.653	Mycetophilidae	0.211	Sciophilinae	0.167	Sciophilinae_dummy_tribe	0.167	Megalopelma	0.139	Megalopelma_nigroclavatum	0.139
RDNMD360-06	Insecta	1.0	Lepidoptera	0.959	Noctuidae	0.441	Noctuinae	0.294	Actinotiini	0.029	Actinotia	0.029	Actinotia_polyodon	0.029
SMNSH039-23	Insecta	0.428	Hymenoptera	0.358	Ichneumonidae	0.263	Cryptinae	0.139	Cryptini	0.112	Helcostizus	0.067	Helcostizus_restaurator	0.067
TACFI397-12	Insecta	1.0	Diptera	0.833	Tachinidae	0.359	Exoristinae	0.359	Goniini	0.228	Hebia	0.096	Hebia_flavipes	0.096
TBGMI057-21	Insecta	0.379	Diptera	0.111	Empididae	0.028	Ragadinae	0.028	Ragadinae_dummy_tribe	0.028	Ragas	0.028	Ragas_unica	0.028
TBGMI157-21	Arachnida	1.0	Sarcoptiformes	1.0	Ceratozetidae	0.160	Ceratozetidae_dummy_subfamily	0.160	Ceratozetidae_dummy_tribe	0.160	Ceratozetella	0.147	Ceratozetella_sellnicki	0.147
SMNKA264-16	Arachnida	1.0	Araneae	0.994	Linyphiidae	0.893	Linyphiidae_dummy_subfamily	0.893	Linyphiidae_dummy_tribe	0.893	Trichopternoides	0.062	Trichopternoides_thorelli	0.062
TBGMI055-21	Insecta	0.571	Diptera	0.278	Tachinidae	0.277	Dexiinae	0.277	Voriini	0.277	Thelaira	0.277	Thelaira_nigrina	0.277
SCINO1501-16	Insecta	1.0	Diptera	0.767	Cylindrotomidae	0.040	Cylindrotominae	0.040	Cylindrotominae_dummy_tribe	0.040	Phalacrocera	0.040	Phalacrocera_replicata	0.040
SCINO499-15	Insecta	0.997	Diptera	0.768	Dolichopodidae	0.194	Hydrophorinae	0.172	Hydrophorini	0.172	Hydrophorus	0.172	Hydrophorus_praecox	0.172
TACFI408-12	Insecta	1.0	Diptera	0.212	Sciomyzidae	0.032	Sciomyzinae	0.032	Tetanocerini	0.032	Ilione	0.032	Ilione_lineata	0.032
ZMBN1662-20	Insecta	0.986	Hemiptera	0.804	Saldidae	0.658	Saldinae	0.658	Saldoidini	0.515	Saldula	0.295	Saldula_opacula	0.086
SRCNC528-16	Insecta	1.0	Diptera	0.820	Sciomyzidae	0.215	Sciomyzinae	0.215	Tetanocerini	0.215	Psacadina	0.067	Psacadina_zernyi	0.067
TBGMI199-22	Insecta	0.999	Coleoptera	0.431	Melyridae	0.131	Malachiinae	0.131	Malachiini	0.131	Malachius	0.080	Malachius_aeneus	0.080
TACFI219-12	Insecta	1.0	Coleoptera	0.367	Tenebrionidae	0.032	Alleculinae	0.032	Alleculini	0.032	Mycetochara	0.032	Mycetochara_axillaris	0.032
RDNMG509-08	Insecta	1.0	Lepidoptera	0.955	Noctuidae	0.581	Heliothinae	0.035	Heliothinae_dummy_tribe	0.035	Heliothis	0.035	Heliothis_peltigera	0.035
SMNSA063-16	Arachnida	1.0	Araneae	1.0	Theridiidae	0.551	Theridiidae_dummy_subfamily	0.551	Theridiidae_dummy_tribe	0.551	Theridion	0.207	Theridion_pictum	0.096
