ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI441-12	Insecta	1.0	Coleoptera	0.244	Staphylinidae	0.106	Staphylininae	0.042	Staphylinini	0.042	Philonthus	0.042	Philonthus_subvirescens	0.042
TBGMI030-21	Insecta	0.641	Diptera	0.265	Tachinidae	0.253	Dexiinae	0.252	Voriini	0.252	Thelaira	0.252	Thelaira_nigrina	0.252
TACFI440-12	Insecta	1.0	Diptera	0.720	Piophilidae	0.028	Piophilinae	0.028	Mycetaulini	0.028	Mycetaulus	0.028	Mycetaulus_bipunctatus	0.028
TBGMI051-21	Insecta	0.440	Coleoptera	0.231	Cerylonidae	0.132	Ceryloninae	0.132	Ceryloninae_dummy_tribe	0.132	Cerylon	0.132	Cerylon_fagi	0.132
SYGEO010-19	Insecta	1.0	Coleoptera	0.361	Staphylinidae	0.155	Aleocharinae	0.126	Athetini	0.101	Atheta	0.092	Atheta_procera	0.030
TBGMI172-21	Arachnida	0.640	Sarcoptiformes	0.640	Oppiidae	0.353	Oppiidae_dummy_subfamily	0.353	Oppiidae_dummy_tribe	0.353	Oppiella	0.353	Oppiella_subpectinata	0.314
TBGMI063-21	Insecta	0.991	Hemiptera	0.585	Tingidae	0.409	Tinginae	0.409	Tingini	0.409	Catoplatus	0.118	Catoplatus_fabricii	0.118
TIPSY021-08	Insecta	0.759	Trichoptera	0.409	Glossosomatidae	0.393	Agapetinae	0.393	Agapetinae_dummy_tribe	0.393	Agapetus	0.393	Agapetus_ochripes	0.393
ZYGMO232-10	Insecta	1.0	Lepidoptera	0.927	Zygaenidae	0.650	Procridinae	0.650	Procridini	0.650	Rhagades	0.650	Rhagades_pruni	0.650
SMNKA181-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.932	Linyphiidae_dummy_subfamily	0.932	Linyphiidae_dummy_tribe	0.932	Hilaira	0.109	Hilaira_nubigena	0.080
