ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI441-12	Insecta	0.971	Diptera	0.971	Tachinidae	0.971	Phasiinae	0.971	Phasiini	0.971	Phasia	0.971	Phasia_obesa	0.870
TBGMI030-21	Insecta	0.255	Diptera	0.099	Chironomidae	0.052	Orthocladiinae	0.030	Orthocladiinae_dummy_tribe	0.030	unclassified_Orthocladiinae_dummy_tribe	0.030
TACFI440-12	Insecta	0.579	Diptera	0.574	Tachinidae	0.203	Phasiinae	0.151	Phasiini	0.129	Phasia	0.129	Phasia_barbifrons	0.080
TBGMI051-21	Insecta	0.266	Diptera	0.082	Sciaridae	0.022	Sciaridae_dummy_subfamily	0.022	Sciaridae_dummy_tribe	0.022	Scatopsciara	0.022	Scatopsciara_simillima	0.019
SYGEO010-19	Insecta	0.560	Diptera	0.544	Syrphidae	0.430	Syrphinae	0.391	Syrphini	0.338	Paragus	0.252	Paragus_pecchiolii	0.232
TBGMI172-21	Arachnida	0.080	Sarcoptiformes	0.058	Trhypochthoniidae	0.013	Trhypochthoniidae_dummy_subfamily	0.013	Trhypochthoniidae_dummy_tribe	0.013	Trhypochthoniellus	0.013	Trhypochthoniellus_longiseta	0.013
TBGMI063-21	Insecta	0.318	Hemiptera	0.050	Miridae	0.031	Phylinae	0.016	Phylini	0.016	Plesiodema	0.016	Plesiodema_pinetella	0.016
TIPSY021-08	Insecta	0.425	Hymenoptera	0.060	Tenthredinidae	0.035	Tenthredininae	0.024	Tenthredininae_dummy_tribe	0.024	Tenthredo	0.024	Tenthredo_aaliensis	0.019
ZYGMO232-10	Insecta	1.0	Lepidoptera	1.0	Zygaenidae	1.0	Procridinae	1.0	Procridini	1.0	Rhagades	1.0	Rhagades_pruni	1.0
SMNKA181-16	Arachnida	0.550	Araneae	0.550	Linyphiidae	0.546	Linyphiidae_dummy_subfamily	0.546	Linyphiidae_dummy_tribe	0.546	Agyneta	0.524	Agyneta_mossica	0.323
SMNKA310-16	Arachnida	0.377	Araneae	0.364	Cybaeidae	0.033	Cybaeidae_dummy_subfamily	0.033	Cybaeidae_dummy_tribe	0.033	Cryphoeca	0.033	Cryphoeca_silvicola	0.033
TIPSY020-08	Insecta	0.938	Lepidoptera	0.938	Psychidae	0.938	Naryciinae	0.938	Naryciinae_dummy_tribe	0.938	Dahlica	0.938	Dahlica_lichenella	0.905
TBGMI059-21	Insecta	0.220	Coleoptera	0.100	unclassified_Coleoptera	0.100
SCINO931-15	Insecta	0.452	Diptera	0.406	Sciaridae	0.351	Sciaridae_dummy_subfamily	0.351	Sciaridae_dummy_tribe	0.351	Claustropyga	0.096	Claustropyga_acanthostyla	0.081
ZSMDB080-16	Insecta	0.896	Coleoptera	0.896	Dytiscidae	0.896	Colymbetinae	0.896	Colymbetini	0.896	Colymbetes	0.896	Colymbetes_paykulli	0.896
SMNSA135-16	Arachnida	0.446	Araneae	0.446	Araneidae	0.073	Araneidae_dummy_subfamily	0.073	Araneidae_dummy_tribe	0.073	Nuctenea	0.053	Nuctenea_silvicultrix	0.053
TIPSY040-08	Insecta	1.0	Lepidoptera	1.0	Psychidae	1.0	Naryciinae	1.0	Naryciinae_dummy_tribe	1.0	Dahlica	1.0	Dahlica_listerella	1.0
PSYCH068-11	Insecta	1.0	Lepidoptera	1.0	Psychidae	1.0	Naryciinae	1.0	Naryciinae_dummy_tribe	1.0	Diplodoma	1.0	Diplodoma_laichartingella	1.0
TBGMI176-21	Arachnida	0.189	Sarcoptiformes	0.176	Eremaeidae	0.030	Eremaeidae_dummy_subfamily	0.030	Eremaeidae_dummy_tribe	0.030	Eueremaeus	0.030	Eueremaeus_silvestris	0.030
TACFI196-12	Insecta	0.593	Diptera	0.552	Fanniidae	0.061	Fanniidae_dummy_subfamily	0.061	Fanniidae_dummy_tribe	0.061	Fannia	0.061	Fannia_parva	0.037
SMNKA249-16	Arachnida	0.967	Araneae	0.967	Liocranidae	0.967	Liocranidae_dummy_subfamily	0.967	Liocranidae_dummy_tribe	0.967	Agroeca	0.967	Agroeca_proxima	0.967
SMNKA199-16	Arachnida	0.453	Araneae	0.453	Linyphiidae	0.384	Linyphiidae_dummy_subfamily	0.384	Linyphiidae_dummy_tribe	0.384	Ceratinella	0.045	Ceratinella_brevis	0.040
SMNKA042-16	Arachnida	0.414	Araneae	0.414	Thomisidae	0.246	Thomisidae_dummy_subfamily	0.246	Thomisidae_dummy_tribe	0.246	Ozyptila	0.180	Ozyptila_atomaria	0.125
TBGMI106-21	Insecta	0.280	Hemiptera	0.139	Anthocoridae	0.021	Anthocoridae_dummy_subfamily	0.021	Xylocorini	0.018	Xylocoris	0.018	Xylocoris_cursitans	0.013
TACFI276-12	Insecta	0.585	Diptera	0.516	Tachinidae	0.338	Exoristinae	0.305	Goniini	0.223	Pales	0.096	Pales_pavida	0.096
SYGEO240-19	Insecta	1.0	Diptera	1.0	Syrphidae	1.0	Syrphinae	1.0	Syrphini	1.0	Sphaerophoria	1.0	Sphaerophoria_chongjini	0.354
TACFI435-12	Insecta	0.980	Diptera	0.980	Tachinidae	0.980	Exoristinae	0.980	Blondeliini	0.980	Medina	0.980	Medina_collaris	0.980
ULMCA013-19	Insecta	0.952	Coleoptera	0.952	Nitidulidae	0.952	Carpophilinae	0.952	Carpophilinae_dummy_tribe	0.952	Carpophilus	0.952	Carpophilus_marginellus	0.952
SCINO1295-16	Insecta	0.383	Diptera	0.297	Sciaridae	0.245	Sciaridae_dummy_subfamily	0.245	Sciaridae_dummy_tribe	0.245	Cratyna	0.066	Cratyna_nobilis	0.066
RDNMD360-06	Insecta	1.0	Lepidoptera	1.0	Noctuidae	1.0	Plusiinae	1.0	Plusiini	1.0	Polychrysia	1.0	Polychrysia_moneta	1.0
SMNSH039-23	Insecta	0.345	Hymenoptera	0.218	Ichneumonidae	0.122	Campopleginae	0.030	Campopleginae_dummy_tribe	0.030	Meloboris	0.015	Meloboris_collector	0.015
TACFI397-12	Insecta	0.944	Diptera	0.944	Tachinidae	0.944	Exoristinae	0.944	Eryciini	0.944	Hubneria	0.944	Hubneria_affinis	0.944
TBGMI057-21	Insecta	0.309	Diptera	0.110	Chironomidae	0.034	Chironominae	0.018	Chironomini	0.018	Glyptotendipes	0.018	Glyptotendipes_cauliginellus	0.018
TBGMI157-21	Insecta	0.142	Hymenoptera	0.045	Formicidae	0.043	Myrmicinae	0.043	Crematogastrini	0.043	Tetramorium	0.043	Tetramorium_atratulum	0.043
SMNKA264-16	Arachnida	0.411	Araneae	0.411	Linyphiidae	0.371	Linyphiidae_dummy_subfamily	0.371	Linyphiidae_dummy_tribe	0.371	Ceratinella	0.031	Ceratinella_brevis	0.031
TBGMI055-21	Insecta	0.260	Trichoptera	0.017	Leptoceridae	0.011	Leptocerinae	0.011	Leptocerinae_dummy_tribe	0.011	Mystacides	0.011	Mystacides_azureus	0.011
SCINO1501-16	Insecta	0.385	Diptera	0.280	Sciaridae	0.190	Sciaridae_dummy_subfamily	0.190	Sciaridae_dummy_tribe	0.190	Cratyna	0.023	Cratyna_nobilis	0.023
SCINO499-15	Insecta	0.347	Diptera	0.248	Sciaridae	0.155	Sciaridae_dummy_subfamily	0.155	Sciaridae_dummy_tribe	0.155	Claustropyga	0.026	Claustropyga_corticis	0.026
TACFI408-12	Insecta	1.0	Diptera	1.0	Tachinidae	1.0	Tachininae	1.0	Ernestiini	1.0	Panzeria	1.0	Panzeria_rudis	0.575
ZMBN1662-20	Insecta	0.958	Hemiptera	0.958	Saldidae	0.958	Saldinae	0.958	Saldoidini	0.958	Saldula	0.958	Saldula_palustris	0.648
SRCNC528-16	Insecta	0.923	Diptera	0.923	Syrphidae	0.923	Eristalinae	0.923	Rhingiini	0.923	Pelecocera	0.923	Pelecocera_scaevoides	0.923
TBGMI199-22	Insecta	0.351	Diptera	0.134	Limoniidae	0.032	Limnophilinae	0.025	Limnophilinae_dummy_tribe	0.025	Neolimnomyia	0.021	Neolimnomyia_batava	0.021
TACFI219-12	Insecta	0.535	Diptera	0.410	Tachinidae	0.166	Exoristinae	0.144	Winthemiini	0.129	Nemorilla	0.129	Nemorilla_maculosa	0.129
RDNMG509-08	Insecta	0.981	Lepidoptera	0.981	Noctuidae	0.981	Noctuinae	0.981	Tholerini	0.981	Cerapteryx	0.981	Cerapteryx_graminis	0.981
SMNSA063-16	Arachnida	0.470	Araneae	0.470	Theridiidae	0.153	Theridiidae_dummy_subfamily	0.153	Theridiidae_dummy_tribe	0.153	Neottiura	0.047	Neottiura_bimaculata	0.047
SMNSH037-23	Insecta	0.391	Hymenoptera	0.348	Ichneumonidae	0.230	Orthocentrinae	0.033	Orthocentrinae_dummy_tribe	0.033	Orthocentrus	0.018	Orthocentrus_asper	0.018
