ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI441-12	Insecta	1.0	Diptera	0.619	Syrphidae	0.084	Syrphinae	0.042	Syrphini	0.042	Melangyna	0.028	Melangyna_compositarum	0.028
TBGMI030-21	Insecta	0.683	Diptera	0.239	Tachinidae	0.177	Dexiinae	0.177	Voriini	0.177	Thelaira	0.177	Thelaira_nigrina	0.177
TACFI440-12	Insecta	1.0	Coleoptera	0.350	Staphylinidae	0.174	Aleocharinae	0.054	Oxypodini	0.032	Oxypoda	0.032	Oxypoda_islandica	0.032
TBGMI051-21	Insecta	0.433	Diptera	0.174	Sciaridae	0.075	Sciaridae_dummy_subfamily	0.075	Sciaridae_dummy_tribe	0.075	Xylosciara	0.060	Xylosciara_microdon	0.060
SYGEO010-19	Insecta	1.0	Coleoptera	0.281	Scarabaeidae	0.062	Aphodiinae	0.062	Aphodiini	0.062	Otophorus	0.046	Otophorus_haemorrhoidalis	0.046
TBGMI172-21	Arachnida	0.664	Sarcoptiformes	0.644	Oppiidae	0.309	Oppiidae_dummy_subfamily	0.309	Oppiidae_dummy_tribe	0.309	Oppiella	0.284	Oppiella_subpectinata	0.276
TBGMI063-21	Insecta	0.998	Hemiptera	0.389	Tingidae	0.258	Tinginae	0.258	Tingini	0.258	Acalypta	0.201	Acalypta_nigrina	0.108
TIPSY021-08	Insecta	0.817	Trichoptera	0.367	Glossosomatidae	0.347	Agapetinae	0.347	Agapetinae_dummy_tribe	0.347	Agapetus	0.347	Agapetus_ochripes	0.347
ZYGMO232-10	Insecta	1.0	Lepidoptera	0.919	Zygaenidae	0.636	Procridinae	0.636	Procridini	0.636	Rhagades	0.636	Rhagades_pruni	0.636
SMNKA181-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.918	Linyphiidae_dummy_subfamily	0.918	Linyphiidae_dummy_tribe	0.918	Agyneta	0.250	Agyneta_affinis	0.060
SMNKA310-16	Arachnida	0.911	Araneae	0.911	Salticidae	0.427	Salticidae_dummy_subfamily	0.427	Salticidae_dummy_tribe	0.427	Sibianor	0.267	Sibianor_larae	0.267
TIPSY020-08	Insecta	0.670	Lepidoptera	0.585	Psychidae	0.576	Naryciinae	0.576	Naryciinae_dummy_tribe	0.576	Dahlica	0.576	Dahlica_lazuri	0.148
TBGMI059-21	Insecta	0.716	Diptera	0.333	Tachinidae	0.303	Dexiinae	0.301	Voriini	0.291	Thelaira	0.291	Thelaira_nigrina	0.291
SCINO931-15	Insecta	1.0	Diptera	0.768	Sciaridae	0.116	Sciaridae_dummy_subfamily	0.116	Sciaridae_dummy_tribe	0.116	Corynoptera	0.049	Corynoptera_obscuripila	0.029
ZSMDB080-16	Insecta	1.0	Coleoptera	0.833	Dytiscidae	0.493	Agabinae	0.175	Agabini	0.175	Agabus	0.175	Agabus_labiatus	0.059
SMNSA135-16	Arachnida	0.849	Araneae	0.849	Theridiidae	0.289	Theridiidae_dummy_subfamily	0.289	Theridiidae_dummy_tribe	0.289	Thymoites	0.164	Thymoites_bellissimus	0.164
TIPSY040-08	Insecta	1.0	Lepidoptera	0.869	Psychidae	0.865	Naryciinae	0.865	Naryciinae_dummy_tribe	0.865	Dahlica	0.865	Dahlica_lichenella	0.286
PSYCH068-11	Insecta	1.0	Lepidoptera	0.473	Psychidae	0.204	Naryciinae	0.174	Naryciinae_dummy_tribe	0.174	Diplodoma	0.133	Diplodoma_laichartingella	0.133
TBGMI176-21	Arachnida	0.979	Sarcoptiformes	0.962	Oribatellidae	0.209	Oribatellidae_dummy_subfamily	0.209	Oribatellidae_dummy_tribe	0.209	Oribatella	0.209	Oribatella_calcarata	0.190
TACFI196-12	Insecta	1.0	Diptera	0.659	Tachinidae	0.082	Tachininae	0.066	Brachymerini	0.048	Pseudopachystylum	0.048	Pseudopachystylum_gonioides	0.048
SMNKA249-16	Arachnida	1.0	Araneae	1.0	Liocranidae	0.696	Liocranidae_dummy_subfamily	0.696	Liocranidae_dummy_tribe	0.696	Scotina	0.281	Scotina_palliardii	0.281
SMNKA199-16	Arachnida	0.989	Araneae	0.989	Linyphiidae	0.879	Linyphiidae_dummy_subfamily	0.879	Linyphiidae_dummy_tribe	0.879	Gongylidium	0.175	Gongylidium_rufipes	0.175
SMNKA042-16	Arachnida	1.0	Araneae	1.0	Thomisidae	0.422	Thomisidae_dummy_subfamily	0.422	Thomisidae_dummy_tribe	0.422	Ozyptila	0.296	Ozyptila_atomaria	0.126
TBGMI106-21	Insecta	0.683	Coleoptera	0.124	Staphylinidae	0.102	Tachyporinae	0.094	Tachyporini	0.094	Tachyporus	0.094	Tachyporus_chrysomelinus	0.094
TACFI276-12	Insecta	1.0	Diptera	0.814	Tachinidae	0.539	Exoristinae	0.539	Goniini	0.355	Elodia	0.042	Elodia_ambulatoria	0.042
SYGEO240-19	Insecta	1.0	Coleoptera	0.359	Chrysomelidae	0.027	Galerucinae	0.027	Alticini	0.027	Psylliodes	0.027	Psylliodes_dulcamarae	0.027
TACFI435-12	Insecta	1.0	Diptera	0.778	Tachinidae	0.323	Exoristinae	0.302	Eryciini	0.129	Drino	0.080	Drino_galii	0.051
ULMCA013-19	Insecta	1.0	Diptera	0.649	Syrphidae	0.173	Syrphinae	0.160	Syrphini	0.144	Scaeva	0.038	Scaeva_selenitica	0.038
SCINO1295-16	Insecta	1.0	Diptera	0.725	Sciaridae	0.437	Sciaridae_dummy_subfamily	0.437	Sciaridae_dummy_tribe	0.437	Sciara	0.208	Sciara_bryophila	0.208
RDNMD360-06	Insecta	1.0	Lepidoptera	0.947	Noctuidae	0.483	Noctuinae	0.365	Dypterygiini	0.116	Mormo	0.098	Mormo_maura	0.098
SMNSH039-23	Insecta	0.395	Hymenoptera	0.295	Megachilidae	0.049	Megachilinae	0.049	Osmiini	0.049	Chelostoma	0.049	Chelostoma_rapunculi	0.049
TACFI397-12	Insecta	1.0	Diptera	0.786	Chloropidae	0.226	Oscinellinae	0.151	Oscinellini	0.051	Oscinimorpha	0.044	Oscinimorpha_minutissima	0.044
TBGMI057-21	Insecta	0.394	Diptera	0.193	Scatopsidae	0.048	Scatopsinae	0.048	Colobostematini	0.048	Colobostema	0.048	Colobostema_triste	0.048
