ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TACFI441-12	Insecta	0.974	Diptera	0.974	Tachinidae	0.967	Phasiinae	0.967	Phasiini	0.967	Phasia	0.967	Phasia_obesa	0.849
TBGMI030-21	Insecta	0.237	unclassified_Insecta	0.237
TACFI440-12	Insecta	0.602	Diptera	0.580	Tachinidae	0.194	Phasiinae	0.158	Phasiini	0.158	Phasia	0.152	Phasia_hemiptera	0.042
TBGMI051-21	Arachnida	0.024	Sarcoptiformes	0.021	Scheloribatidae	0.015	Scheloribatidae_dummy_subfamily	0.015	Scheloribatidae_dummy_tribe	0.015	Scheloribates	0.015	Scheloribates_laevigatus	0.015
SYGEO010-19	Insecta	0.581	Diptera	0.541	Syrphidae	0.375	Syrphinae	0.326	Syrphini	0.290	Paragus	0.233	Paragus_pecchiolii	0.219
TBGMI172-21	Insecta	0.180	Coleoptera	0.069	Chrysomelidae	0.018	Chrysomelinae	0.018	Chrysomelinae_dummy_tribe	0.018	Gastrophysa	0.015	Gastrophysa_polygoni	0.015
TBGMI063-21	Insecta	0.312	Diptera	0.166	Chironomidae	0.060	Chironominae	0.048	Tanytarsini	0.029	Stempellinella	0.018	Stempellinella_edwardsi	0.018
TIPSY021-08	Insecta	0.403	Lepidoptera	0.162	Gelechiidae	0.028	Gelechiinae	0.023	Gelechiinae_dummy_tribe	0.023	Gelechia	0.023	Gelechia_hippophaella	0.023
ZYGMO232-10	Insecta	1.0	Lepidoptera	1.0	Zygaenidae	1.0	Procridinae	1.0	Procridini	1.0	Rhagades	1.0	Rhagades_pruni	1.0
SMNKA181-16	Arachnida	0.545	Araneae	0.545	Linyphiidae	0.545	Linyphiidae_dummy_subfamily	0.545	Linyphiidae_dummy_tribe	0.545	Agyneta	0.505	Agyneta_mossica	0.363
SMNKA310-16	Arachnida	0.387	Araneae	0.387	Dictynidae	0.097	Dictynidae_dummy_subfamily	0.097	Dictynidae_dummy_tribe	0.097	Argyroneta	0.038	Argyroneta_aquatica	0.038
TIPSY020-08	Insecta	0.928	Lepidoptera	0.928	Psychidae	0.928	Naryciinae	0.928	Naryciinae_dummy_tribe	0.928	Dahlica	0.928	Dahlica_lichenella	0.911
TBGMI059-21	Insecta	0.227	Diptera	0.059	unclassified_Diptera	0.059
SCINO931-15	Insecta	0.460	Diptera	0.387	Sciaridae	0.298	Sciaridae_dummy_subfamily	0.298	Sciaridae_dummy_tribe	0.298	Claustropyga	0.086	Claustropyga_acanthostyla	0.051
ZSMDB080-16	Insecta	0.893	Coleoptera	0.893	Dytiscidae	0.893	Colymbetinae	0.893	Colymbetini	0.893	Colymbetes	0.893	Colymbetes_paykulli	0.893
SMNSA135-16	Arachnida	0.470	Araneae	0.470	Araneidae	0.103	Araneidae_dummy_subfamily	0.103	Araneidae_dummy_tribe	0.103	Nuctenea	0.034	Nuctenea_silvicultrix	0.034
TIPSY040-08	Insecta	1.0	Lepidoptera	1.0	Psychidae	1.0	Naryciinae	1.0	Naryciinae_dummy_tribe	1.0	Dahlica	1.0	Dahlica_listerella	1.0
PSYCH068-11	Insecta	1.0	Lepidoptera	1.0	Psychidae	1.0	Naryciinae	1.0	Naryciinae_dummy_tribe	1.0	Diplodoma	1.0	Diplodoma_laichartingella	1.0
TBGMI176-21	Arachnida	0.143	Sarcoptiformes	0.111	Ceratozetidae	0.022	Ceratozetidae_dummy_subfamily	0.022	Ceratozetidae_dummy_tribe	0.022	Diapterobates	0.014	Diapterobates_humeralis	0.014
TACFI196-12	Insecta	0.602	Diptera	0.510	Scathophagidae	0.067	Scathophaginae	0.062	Scathophagini	0.044	Scathophaga	0.044	Scathophaga_obscurinervis	0.044
SMNKA249-16	Arachnida	0.969	Araneae	0.969	Liocranidae	0.969	Liocranidae_dummy_subfamily	0.969	Liocranidae_dummy_tribe	0.969	Agroeca	0.969	Agroeca_proxima	0.969
SMNKA199-16	Arachnida	0.450	Araneae	0.446	Linyphiidae	0.406	Linyphiidae_dummy_subfamily	0.406	Linyphiidae_dummy_tribe	0.406	Erigone	0.045	Erigone_welchi	0.041
SMNKA042-16	Arachnida	0.425	Araneae	0.425	Thomisidae	0.207	Thomisidae_dummy_subfamily	0.207	Thomisidae_dummy_tribe	0.207	Ozyptila	0.149	Ozyptila_atomaria	0.116
TBGMI106-21	Insecta	0.289	Hemiptera	0.099	Aradidae	0.012	Aradinae	0.012	Aradinae_dummy_tribe	0.012	Aradus	0.012	Aradus_signaticornis	0.012
TACFI276-12	Insecta	0.620	Diptera	0.603	Tachinidae	0.340	Exoristinae	0.325	Goniini	0.214	Pales	0.127	Pales_pavida	0.127
SYGEO240-19	Insecta	1.0	Diptera	1.0	Syrphidae	1.0	Syrphinae	1.0	Syrphini	1.0	Sphaerophoria	1.0	Sphaerophoria_taeniata	0.402
TACFI435-12	Insecta	0.985	Diptera	0.985	Tachinidae	0.985	Exoristinae	0.985	Blondeliini	0.985	Medina	0.985	Medina_collaris	0.985
ULMCA013-19	Insecta	0.956	Coleoptera	0.956	Nitidulidae	0.956	Carpophilinae	0.956	Carpophilinae_dummy_tribe	0.956	Carpophilus	0.956	Carpophilus_marginellus	0.956
SCINO1295-16	Insecta	0.379	Diptera	0.294	Sciaridae	0.231	Sciaridae_dummy_subfamily	0.231	Sciaridae_dummy_tribe	0.231	Cratyna	0.088	Cratyna_nobilis	0.088
RDNMD360-06	Insecta	1.0	Lepidoptera	1.0	Noctuidae	1.0	Plusiinae	1.0	Plusiini	1.0	Polychrysia	1.0	Polychrysia_moneta	1.0
SMNSH039-23	Insecta	0.348	Hymenoptera	0.302	Ichneumonidae	0.185	Ichneumoninae	0.055	Ichneumoninae_dummy_tribe	0.052	Epitomus	0.016	Epitomus_infuscatus	0.016
TACFI397-12	Insecta	0.958	Diptera	0.952	Tachinidae	0.952	Exoristinae	0.952	Eryciini	0.952	Hubneria	0.952	Hubneria_affinis	0.952
TBGMI057-21	Insecta	0.288	Diptera	0.106	Chironomidae	0.050	Chironominae	0.016	Chironomini	0.016	Glyptotendipes	0.016	Glyptotendipes_cauliginellus	0.016
TBGMI157-21	Insecta	0.156	Hymenoptera	0.058	Formicidae	0.058	Myrmicinae	0.058	Crematogastrini	0.058	Tetramorium	0.058	Tetramorium_atratulum	0.058
SMNKA264-16	Arachnida	0.399	Araneae	0.399	Linyphiidae	0.363	Linyphiidae_dummy_subfamily	0.363	Linyphiidae_dummy_tribe	0.363	Ceratinella	0.029	Ceratinella_brevis	0.029
TBGMI055-21	Insecta	0.266	Coleoptera	0.147	Staphylinidae	0.049	Aleocharinae	0.017	Oxypodini	0.011	unclassified_Oxypodini	0.011
SCINO1501-16	Insecta	0.400	Diptera	0.246	Sciaridae	0.158	Sciaridae_dummy_subfamily	0.158	Sciaridae_dummy_tribe	0.158	Ctenosciara	0.023	Ctenosciara_hyalipennis	0.023
SCINO499-15	Insecta	0.332	Diptera	0.186	Sciaridae	0.122	Sciaridae_dummy_subfamily	0.122	Sciaridae_dummy_tribe	0.122	Claustropyga	0.034	Claustropyga_corticis	0.028
TACFI408-12	Insecta	1.0	Diptera	1.0	Tachinidae	1.0	Tachininae	1.0	Ernestiini	1.0	Panzeria	1.0	Panzeria_rudis	0.647
ZMBN1662-20	Insecta	0.950	Hemiptera	0.950	Saldidae	0.950	Saldinae	0.950	Saldoidini	0.950	Saldula	0.950	Saldula_palustris	0.664
SRCNC528-16	Insecta	0.929	Diptera	0.929	Syrphidae	0.929	Eristalinae	0.929	Rhingiini	0.929	Pelecocera	0.929	Pelecocera_scaevoides	0.929
TBGMI199-22	Insecta	0.355	Diptera	0.124	Limoniidae	0.038	Limnophilinae	0.031	Limnophilinae_dummy_tribe	0.031	Neolimnomyia	0.031	Neolimnomyia_batava	0.031
TACFI219-12	Insecta	0.524	Diptera	0.451	Tachinidae	0.185	Exoristinae	0.170	Winthemiini	0.148	Nemorilla	0.143	Nemorilla_maculosa	0.143
RDNMG509-08	Insecta	0.979	Lepidoptera	0.979	Noctuidae	0.979	Noctuinae	0.979	Tholerini	0.979	Cerapteryx	0.969	Cerapteryx_graminis	0.969
SMNSA063-16	Arachnida	0.484	Araneae	0.484	Theridiidae	0.153	Theridiidae_dummy_subfamily	0.153	Theridiidae_dummy_tribe	0.153	Thymoites	0.048	Thymoites_bellissimus	0.048
SMNSH037-23	Insecta	0.385	Hymenoptera	0.341	Ichneumonidae	0.196	Orthocentrinae	0.022	Orthocentrinae_dummy_tribe	0.022	Orthocentrus	0.015	Orthocentrus_asper	0.015
TRIFI1404-18	Insecta	0.988	Trichoptera	0.988	Limnephilidae	0.988	Limnephilinae	0.988	Limnephilinae_dummy_tribe	0.988	Limnephilus	0.988	Limnephilus_centralis	0.988
TACFI205-12	Insecta	0.697	Diptera	0.697	Tachinidae	0.586	Exoristinae	0.581	Exoristini	0.529	Phorocera	0.466	Phorocera_obscura	0.466
SRDOC001-15	Insecta	0.392	Diptera	0.347	Mycetophilidae	0.226	Gnoristinae	0.151	Gnoristinae_dummy_tribe	0.151	Boletina	0.117	Boletina_hedstroemi	0.053
TBGMI155-21	Arachnida	0.905	Sarcoptiformes	0.905	Gustaviidae	0.905	Gustaviidae_dummy_subfamily	0.905	Gustaviidae_dummy_tribe	0.905	Gustavia	0.905	Gustavia_microcephala	0.905
SMNSP634-19	Insecta	0.305	Hymenoptera	0.263	Pteromalidae	0.075	Pteromalinae	0.075	Pteromalini	0.075	Eulonchetron	0.054	Eulonchetron_torymoides	0.054
SMNKA030-16	Arachnida	0.259	Araneae	0.259	Linyphiidae	0.153	Linyphiidae_dummy_subfamily	0.153	Linyphiidae_dummy_tribe	0.153	Tallusia	0.034	Tallusia_experta	0.034
TACFI464-12	Insecta	0.955	Diptera	0.955	Tachinidae	0.955	Tachininae	0.955	Ernestiini	0.955	Panzeria	0.955	Panzeria_puparum	0.955
TBGMI188-21	Arachnida	0.483	Sarcoptiformes	0.483	Tenuialidae	0.472	Tenuialidae_dummy_subfamily	0.472	Tenuialidae_dummy_tribe	0.472	Hafenrefferia	0.472	Hafenrefferia_gilvipes	0.472
TBGMI015-21	Insecta	0.208	Hemiptera	0.016	Cicadellidae	0.016	Deltocephalinae	0.014	unclassified_Deltocephalinae	0.014
SYGEO183-19	Insecta	0.744	Diptera	0.740	Syrphidae	0.740	Eristalinae	0.719	Volucellini	0.708	Volucella	0.708	Volucella_pellucens	0.695
SMNSA248-16	Arachnida	0.434	Araneae	0.434	Salticidae	0.220	Salticidae_dummy_subfamily	0.220	Salticidae_dummy_tribe	0.220	Synageles	0.071	Synageles_venator	0.071
TBGMI159-21	Arachnida	0.243	Sarcoptiformes	0.189	Oppiidae	0.039	Oppiidae_dummy_subfamily	0.039	Oppiidae_dummy_tribe	0.039	Dissorhina	0.039	Dissorhina_ornata	0.039
SMNKA041-16	Arachnida	0.891	Araneae	0.891	Theridiidae	0.891	Theridiidae_dummy_subfamily	0.891	Theridiidae_dummy_tribe	0.891	Robertus	0.891	Robertus_scoticus	0.891
RDNMH543-09	Insecta	1.0	Lepidoptera	1.0	Crambidae	1.0	Pyraustinae	1.0	Pyraustinae_dummy_tribe	1.0	Anania	1.0	Anania_coronata	1.0
TBGMI056-21	Insecta	0.254	Coleoptera	0.090	Chrysomelidae	0.013	unclassified_Chrysomelidae	0.013
TBGMI031-21	Insecta	0.260	Coleoptera	0.122	Carabidae	0.020	unclassified_Carabidae	0.020
TBGMI164-21	Arachnida	0.111	Sarcoptiformes	0.082	Ceratozetidae	0.039	Ceratozetidae_dummy_subfamily	0.039	Ceratozetidae_dummy_tribe	0.039	Diapterobates	0.022	Diapterobates_humeralis	0.022
RDBA533-06	Insecta	0.325	Hymenoptera	0.167	Crabronidae	0.021	Crabroninae	0.021	Crabronini	0.021	Lindenius	0.018	Lindenius_albilabris	0.018
SMNKA266-16	Arachnida	0.577	Araneae	0.577	Lycosidae	0.558	Lycosidae_dummy_subfamily	0.558	Lycosidae_dummy_tribe	0.558	Alopecosa	0.411	Alopecosa_pulverulenta	0.125
TBGMI194-21	Arachnida	0.047	Sarcoptiformes	0.038	Phthiracaridae	0.015	Phthiracaridae_dummy_subfamily	0.015	Phthiracaridae_dummy_tribe	0.015	Atropacarus	0.015	Atropacarus_striculus	0.015
TRCBG224-20	Insecta	0.258	Coleoptera	0.086	Phalacridae	0.015	Phalacrinae	0.015	Phalacrinae_dummy_tribe	0.015	Stilbus	0.015	Stilbus_atomarius	0.015
SMNSA168-16	Arachnida	0.064	Opiliones	0.056	Phalangiidae	0.056	Oligolophinae	0.056	Oligolophinae_dummy_tribe	0.056	Mitopus	0.047	Mitopus_morio	0.047
TBGMI035-21	Arachnida	0.053	Sarcoptiformes	0.037	Liacaridae	0.013	Liacaridae_dummy_subfamily	0.013	Liacaridae_dummy_tribe	0.013	Adoristes	0.010	Adoristes_poppei	0.010
SYGEO374-19	Insecta	1.0	Diptera	1.0	Syrphidae	1.0	Eristalinae	1.0	Merodontini	1.0	Eumerus	1.0	Eumerus_flavitarsis	1.0
SYGEO127-19	Insecta	0.734	Diptera	0.728	Syrphidae	0.712	Eristalinae	0.691	Milesiini	0.678	Xylota	0.663	Xylota_meigeniana	0.274
SATIP642-09	Insecta	0.438	Diptera	0.344	Empididae	0.034	Empidinae	0.034	Empidini	0.034	Rhamphomyia	0.034	Rhamphomyia_geniculata	0.034
SMNSP872-19	Insecta	0.309	Hymenoptera	0.271	Eulophidae	0.158	Eulophinae	0.124	Eulophinae_dummy_tribe	0.124	Pnigalio	0.093	Pnigalio_agraules	0.046
TACFI613-12	Insecta	1.0	Diptera	1.0	Tachinidae	1.0	Phasiinae	1.0	Gymnosomatini	1.0	Gymnosoma	1.0	Gymnosoma_nudifrons	0.517
TBGMI174-21	Arachnida	0.091	Sarcoptiformes	0.077	unclassified_Sarcoptiformes	0.077
SMNKA257-16	Arachnida	0.841	Araneae	0.841	Linyphiidae	0.841	Linyphiidae_dummy_subfamily	0.841	Linyphiidae_dummy_tribe	0.841	Bolyphantes	0.841	Bolyphantes_alticeps	0.841
TACFI446-12	Insecta	0.687	Diptera	0.656	Tachinidae	0.574	Phasiinae	0.531	Cylindromyiini	0.531	Cylindromyia	0.531	Cylindromyia_brassicaria	0.438
RDNMD363-06	Insecta	0.851	Lepidoptera	0.851	Noctuidae	0.851	Noctuinae	0.851	Leucaniini	0.803	Leucania	0.803	Leucania_comma	0.795
TBGMI037-21	Insecta	0.266	Coleoptera	0.119	Chrysomelidae	0.029	Donaciinae	0.026	Donaciinae_dummy_tribe	0.026	Donacia	0.026	Donacia_bicolora	0.026
TIPSY038-08	Insecta	0.393	Lepidoptera	0.310	Psychidae	0.220	Psychinae	0.220	Psychinae_dummy_tribe	0.220	Proutia	0.184	Proutia_rotunda	0.144
TACFI204-12	Insecta	0.684	Diptera	0.670	Tachinidae	0.627	Exoristinae	0.615	Exoristini	0.598	Phorocera	0.493	Phorocera_obscura	0.493
